0.00,36.00
25.00,50.50
33.00,68.50
40.00,82.90
45.00,96.10
56.00,104.60
58.00,114.90
58.00,124.70
65.00,130.80
71.00,136.00
68.00,143.80
71.00,148.60
77.00,151.60
78.00,155.60
75.00,160.80
78.00,163.50
84.00,164.40
80.00,168.80
81.00,170.90
84.00,172.20
87.00,172.80
82.00,176.50
84.00,177.40
88.00,177.40
86.00,179.40
85.00,180.90
86.00,181.80
91.00,180.60
85.00,183.80
87.00,183.70
90.00,183.30
89.00,184.10
87.00,185.30
88.00,185.50
92.00,184.20
87.00,186.50
88.00,186.40
90.00,186.10
91.00,185.80
87.00,187.60
88.00,187.60
92.00,186.30
89.00,187.60
88.00,188.10
89.00,188.10
93.00,186.50
88.00,188.50
89.00,188.10
92.00,187.00
90.00,187.70
88.00,188.50
89.00,188.40
93.00,186.80
88.00,188.80
89.00,188.40
91.00,187.80
91.00,187.70
88.00,188.90
89.00,188.70
93.00,187.10
89.00,188.60
89.00,188.50
90.00,188.30
92.00,187.40
88.00,189.00
89.00,188.70
92.00,187.60
89.00,188.80
89.00,188.80
89.00,189.10
93.00,187.40
88.00,189.40
89.00,189.00
92.00,187.90
90.00,188.60
88.00,189.40
89.00,189.30
93.00,187.70
88.00,189.70
89.00,189.30
91.00,188.70
91.00,188.60
88.00,189.80
89.00,189.60
93.00,188.00
89.00,189.50
89.00,189.40
91.00,188.70
92.00,188.10
88.00,189.60
89.00,189.30
93.00,187.70
89.00,189.20
89.00,189.10
90.00,188.90
93.00,187.50
88.00,189.40
89.00,189.00
92.00,187.90
90.00,188.60
